team,wins,losses,run_diff,streak,games_played,win_pct
TOR,55,39,21,W1,94,.585
NYY,53,41,117,W5,94,.564
BOS,51,45,57,W8,96,.531
TB,50,45,65,L2,95,.526
BAL,43,50,-74,W3,93,.462
DET,59,36,99,L2,95,.621
MIN,46,48,-15,W1,94,.489
KC,46,49,-27,L1,95,.484
CLE,44,49,-50,L1,93,.473
CWS,32,63,-93,W1,95,.337
HOU,55,39,59,L4,94,.585
SEA,49,45,20,W1,94,.521
TEX,47,48,44,W2,95,.495
LAA,46,48,-63,W1,94,.489
Athletics,39,57,-138,L1,96,.406
PHI,54,40,63,L1,94,.574
NYM,54,41,44,W1,95,.568
MIA,42,51,-71,L3,93,.452
ATL,41,52,2,W1,93,.441
WSH,38,56,-94,L2,94,.404
CHC,55,39,113,L1,94,.585
MIL,54,40,73,W5,94,.574
STL,50,45,17,L1,95,.526
CIN,48,47,28,L1,95,.505
PIT,38,57,-46,L7,95,.400
LAD,56,39,65,L7,95,.589
SF,52,43,21,W1,95,.547
SD,51,43,7,W2,94,.543
ARI,46,49,6,L2,95,.484
COL,22,72,-250,W1,94,.234
