team,wins,losses,run_diff,streak,games_played,win_pct
BAL,56,33,103,L1,89,.629
NYY,55,36,104,W1,91,.604
BOS,48,41,30,L1,89,.539
TB,44,45,-56,L2,89,.494
TOR,41,49,-58,W1,90,.456
CLE,55,32,96,W1,87,.632
MIN,50,39,50,W1,89,.562
KC,48,43,47,L3,91,.527
DET,41,48,-23,W2,89,.461
CWS,26,65,-161,L1,91,.286
SEA,49,42,5,L1,91,.538
HOU,46,43,38,L1,89,.517
TEX,41,48,-3,W2,89,.461
LAA,37,51,-73,W1,88,.420
OAK,34,57,-86,W1,91,.374
PHI,58,31,115,L1,89,.652
ATL,48,39,53,W1,87,.552
NYM,43,44,3,W1,87,.494
WSH,42,47,-12,W1,89,.472
MIA,31,58,-137,W1,89,.348
MIL,52,38,72,L3,90,.578
STL,46,42,-44,L1,88,.523
PIT,42,46,-28,L1,88,.477
CIN,42,47,18,L2,89,.472
CHC,41,49,-29,L1,90,.456
LAD,55,35,111,W2,90,.611
SD,49,44,31,L1,93,.527
ARI,44,45,0,W1,89,.494
SF,44,46,-26,L1,90,.489
COL,32,57,-140,W3,89,.360
