team,wins,losses,run_diff,streak,games_played,win_pct
TOR,56,41,21,W1,97,.577
NYY,53,44,107,L3,97,.546
BOS,53,46,58,L1,99,.535
TB,51,47,71,W1,98,.520
BAL,43,53,-100,L3,96,.448
DET,59,39,85,L5,98,.602
CLE,47,49,-43,W3,96,.490
MIN,47,50,-10,L2,97,.485
KC,47,51,-29,L1,98,.480
CWS,33,65,-89,W1,98,.337
HOU,56,41,51,L2,97,.577
SEA,52,45,37,W4,97,.536
TEX,49,49,49,W2,98,.500
LAA,48,49,-61,W1,97,.495
Athletics,41,58,-136,L1,99,.414
PHI,55,42,62,L1,97,.567
NYM,55,43,41,L2,98,.561
MIA,45,51,-54,W3,96,.469
ATL,43,53,6,W1,96,.448
WSH,38,59,-107,L5,97,.392
CHC,58,39,122,W3,97,.598
MIL,57,40,83,W8,97,.588
CIN,51,47,35,W3,98,.520
STL,51,47,13,L1,98,.520
PIT,39,59,-62,L1,98,.398
LAD,58,40,67,L1,98,.592
SD,53,44,12,W1,97,.546
SF,52,46,13,L3,98,.531
ARI,48,50,9,W2,98,.490
COL,23,74,-251,W1,97,.237
