team,wins,losses,run_diff,streak,games_played,win_pct
BAL,59,38,88,W2,97,.608
NYY,59,40,111,W1,99,.596
BOS,53,44,38,L1,97,.546
TB,48,49,-68,L1,97,.495
TOR,45,53,-64,L1,98,.459
CLE,59,37,92,W1,96,.615
MIN,54,42,47,L1,96,.563
KC,53,45,66,W1,98,.541
DET,48,50,-6,W3,98,.490
CWS,27,72,-183,L5,99,.273
HOU,51,46,52,W1,97,.526
SEA,52,47,16,L4,99,.525
TEX,46,51,1,L1,97,.474
LAA,41,56,-97,L1,97,.423
OAK,38,61,-73,W2,99,.384
PHI,62,35,109,L2,97,.639
ATL,53,42,65,W1,95,.558
NYM,49,47,11,L2,96,.510
WSH,45,53,-35,W1,98,.459
MIA,34,63,-150,W2,97,.351
MIL,55,42,79,W1,97,.567
STL,50,46,-38,L1,96,.521
PIT,49,48,-8,W5,97,.505
CIN,47,51,35,L2,98,.480
CHC,47,52,-8,L1,99,.475
LAD,57,41,91,W1,98,.582
ARI,50,48,20,W1,98,.510
SD,50,50,5,L2,100,.500
SF,47,51,-31,L1,98,.480
COL,35,63,-165,W2,98,.357
