team,wins,losses,run_diff,streak,games_played,win_pct
NYY,38,23,99,W1,61,.623
TB,33,29,47,W3,62,.532
TOR,33,29,-1,W2,62,.532
BOS,30,34,13,W1,64,.469
BAL,25,36,-87,W6,61,.410
DET,41,23,91,L1,64,.641
MIN,34,28,37,L1,62,.548
CLE,33,28,-17,L1,61,.541
KC,33,30,-3,W1,63,.524
CWS,20,43,-57,W1,63,.317
HOU,34,28,21,W1,62,.548
SEA,32,29,2,L3,61,.525
TEX,29,34,-3,L3,63,.460
LAA,28,33,-57,L1,61,.459
Athletics,24,40,-117,W1,64,.375
NYM,39,24,71,L1,63,.619
PHI,37,25,18,L2,62,.597
WSH,29,33,-46,L1,62,.468
ATL,27,34,6,L4,61,.443
MIA,23,37,-83,L4,60,.383
CHC,39,23,106,W1,62,.629
STL,34,28,26,L1,62,.548
MIL,34,29,25,W1,63,.540
CIN,30,33,23,L1,63,.476
PIT,23,40,-64,L1,63,.365
LAD,38,25,76,W1,63,.603
SD,35,26,16,L2,61,.574
SF,35,28,42,W2,63,.556
ARI,31,31,-3,W4,62,.500
COL,12,50,-181,W3,62,.194
