team,wins,losses,run_diff,streak,games_played,win_pct
NYY,44,32,108,W1,76,.579
TB,43,34,76,W2,77,.558
TOR,41,35,-8,W1,76,.539
BOS,40,38,19,L1,78,.513
BAL,33,43,-83,L1,76,.434
DET,48,30,76,L3,78,.615
CLE,38,37,-26,W1,75,.507
KC,38,39,-20,L1,77,.494
MIN,37,39,-9,L2,76,.487
CWS,24,53,-75,L1,77,.312
HOU,44,33,45,L1,77,.571
SEA,38,37,4,L1,75,.507
TEX,38,39,21,W2,77,.494
LAA,37,39,-53,W1,76,.487
Athletics,32,47,-124,L1,79,.405
NYM,46,31,67,W1,77,.597
PHI,46,31,35,L1,77,.597
ATL,35,40,27,W1,75,.467
WSH,32,45,-67,W1,77,.416
MIA,30,45,-92,L1,75,.400
CHC,46,30,104,W1,76,.605
MIL,42,35,40,W3,77,.545
STL,42,35,37,W5,77,.545
CIN,39,38,31,L3,77,.506
PIT,30,48,-66,L2,78,.385
LAD,47,31,72,L1,78,.603
SF,43,34,42,W1,77,.558
SD,41,35,24,W1,76,.539
ARI,39,37,-1,W3,76,.513
COL,17,60,-204,L3,77,.221
