full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Paolo Espino,65,82.88,2389.82,6.55,4,0,,11.19,83.37,,1
Jordan Lyles,0,,,,1,0,,,,,1
Michael Tonkin,0,,,,2,0,,,,,1
Derek Law,0,,,,2,0,,,,,1
Miles Mikolas,0,,,,2,0,,,,,1
Drew Smyly,0,,,,3,0,,,,,1
Jakob Junis,0,,,,4,0,,,,,1
Kyle Freeland,71,90.17,2149.08,6.55,3,0,,8.63,79.9,,1
Daulton Jefferies,0,,,,3,0,,,,,1
Freddy Peralta,0,,,,5,0,,,,,1
Mitch Keller,52,89.65,2321.06,6.42,3,0,,26.55,77.19,,1
Michael Kopech,0,,,,0,0,,,,,1
Luis Gil,56,92.97,2262.77,6.71,4,0,,16.18,82.66,,1
Kolby Allard,37,86.23,2001.49,6.04,2,0,,19.92,76.68,,1
Triston McKenzie,0,,,,3,0,,,,,1
Jake Woodford,0,,,,0,0,,,,,1
Nick Lodolo,0,,,,4,0,,,,,1
Kyle Muller,70,88.57,2169.41,6.45,4,0,,13.46,90.83,,1
Ryne Nelson,0,,,,3,0,,,,,1
Corbin Burnes,0,,,,2,0,,,,,1
Tarik Skubal,73,91.35,2005.03,6.35,5,0,,10.19,78.11,,1
Trevor Rogers,70,87.83,2117.76,6.44,4,0,,0.0,87.03,,1
George Kirby,0,,,,3,0,,,,,1
Joe Boyle,0,,,,5,0,,,,,1
Cody Bradford,0,,,,1,0,,,,,1
Spencer Howard,0,,,,2,0,,,,,1
Ben Brown,0,,,,4,0,,,,,1
Cooper Criswell,0,,,,3,0,,,,,1
Jared Jones,0,,,,4,0,,,,,1
Ryan Pepiot,73,89.99,2406.84,6.74,4,0,,37.57,84.02,,1
