team,wins,losses,run_diff,streak,games_played,win_pct
BAL,17,9,35,W1,26,.654
NYY,18,10,33,W1,28,.643
BOS,15,13,32,W1,28,.536
TB,13,15,-30,L2,28,.464
TOR,13,15,-26,L5,28,.464
CLE,19,8,47,W1,27,.704
KC,17,11,46,L1,28,.607
DET,15,12,0,W1,27,.556
MIN,13,13,2,W6,26,.500
CWS,5,22,-79,W2,27,.185
SEA,15,12,11,W3,27,.556
TEX,14,14,6,L1,28,.500
OAK,11,17,-44,L1,28,.393
LAA,10,17,-30,L3,27,.370
HOU,8,19,-28,W1,27,.296
ATL,18,7,46,L1,25,.720
PHI,18,10,23,W3,28,.643
NYM,13,13,5,L2,26,.500
WSH,12,14,-13,W2,26,.462
MIA,6,22,-56,L5,28,.214
MIL,17,9,24,L1,26,.654
CHC,17,10,15,L1,27,.630
CIN,15,12,22,W1,27,.556
PIT,14,14,-5,W1,28,.500
STL,13,14,-21,W3,27,.481
LAD,18,11,40,W6,29,.621
SD,14,16,-1,L3,30,.467
SF,13,15,-18,L1,28,.464
ARI,12,16,28,L3,28,.429
COL,7,20,-64,L1,27,.259
