team,wins,losses,run_diff,streak,games_played,win_pct
NYY,28,15,58,W2,43,.651
BAL,26,14,48,L2,40,.650
BOS,22,20,32,W1,42,.524
TB,21,22,-31,L1,43,.488
TOR,19,22,-46,W1,41,.463
CLE,27,16,52,W3,43,.628
KC,26,18,47,W1,44,.591
MIN,24,17,23,L1,41,.585
DET,21,21,3,L1,42,.500
CWS,13,30,-89,W1,43,.302
SEA,23,20,8,L1,43,.535
TEX,22,22,10,L5,44,.500
OAK,19,25,-40,L3,44,.432
HOU,17,25,-20,W3,42,.405
LAA,15,28,-43,L3,43,.349
PHI,30,13,67,W2,43,.698
ATL,26,13,54,W2,39,.667
WSH,20,21,-8,L1,41,.488
NYM,19,22,-4,L2,41,.463
MIA,12,32,-89,W1,44,.273
MIL,25,17,34,W1,42,.595
CHC,24,19,9,L2,43,.558
PIT,19,24,-26,L1,43,.442
CIN,18,24,-2,W1,42,.429
STL,18,24,-45,W3,42,.429
LAD,29,15,84,W2,44,.659
SD,22,23,12,L2,45,.489
ARI,20,23,14,L1,43,.465
SF,19,25,-49,L2,44,.432
COL,14,28,-63,W6,42,.333
