full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,319,86.96,2258.77,6.26,17,0,69.87,25.87,82.72,7.31,4
Jose Quintana,551,85.92,1993.49,6.56,28,0,67.72,13.28,81.03,7.16,6
Chris Sale,508,87.99,2230.14,6.38,44,0,69.27,17.66,79.38,7.4,5
Zack Wheeler,569,91.69,2463.79,7.14,34,0,69.82,18.65,80.88,7.0,6
Yusei Kikuchi,518,91.37,2295.54,6.99,40,0,69.72,23.65,84.98,7.08,6
Jameson Taillon,543,87.22,2463.78,6.65,37,0,70.46,23.2,82.73,7.37,6
Ben Lively,419,86.05,1951.51,6.8,23,0,69.86,17.9,83.71,7.07,5
Blake Snell,73,90.57,2320.68,6.99,3,0,66.84,26.96,84.22,7.01,1
Colin Rea,527,88.99,2108.45,6.68,25,0,70.49,16.98,84.27,7.1,6
Erick Fedde,472,89.63,2071.09,6.69,21,0,70.07,18.31,82.49,7.11,5
Michael Wacha,270,87.04,1936.27,6.81,19,0,67.87,18.2,80.49,7.25,3
Cal Quantrill,538,88.56,1881.77,6.48,27,0,70.33,12.98,82.16,7.31,6
Kenta Maeda,487,85.26,2190.59,6.05,19,0,70.76,13.06,82.73,7.49,6
Bailey Ober,461,87.2,2151.05,7.12,40,0,69.74,19.96,80.98,7.35,5
Jake Irvin,582,88.2,2440.88,7.09,31,0,68.61,18.33,82.29,6.98,6
Dean Kremer,168,87.71,2012.01,6.23,11,0,70.13,20.65,80.6,7.44,2
Nick Lodolo,343,90.16,2410.71,6.23,21,0,69.93,12.08,84.45,7.18,4
Zac Gallen,267,88.9,2305.21,6.68,15,0,70.09,11.1,83.09,7.36,3
Logan Gilbert,555,90.45,1805.2,7.56,39,0,68.73,15.3,84.41,7.3,6
Trevor Rogers,565,88.77,2224.24,6.82,28,0,71.55,15.94,82.49,7.3,6
Andre Pallante,359,91.6,2319.85,6.56,25,0,68.76,7.67,82.36,6.89,5
Ronel Blanco,572,87.85,1997.31,6.87,36,0,70.45,16.67,82.81,7.51,6
Roansy Contreras,233,89.27,2332.6,6.4,10,0,69.57,16.87,85.37,7.13,7
Bobby Miller,316,90.99,2339.34,6.86,9,0,70.74,12.86,85.93,7.36,4
Josh Fleming,146,85.91,1827.84,6.5,4,0,70.09,9.2,82.45,7.26,7
Brayan Bello,428,91.53,2071.93,6.3,31,0,68.65,7.56,81.8,7.14,5
Joey Estes,474,87.23,2378.77,5.96,19,0,70.1,29.1,83.03,7.14,6
Ryan Pepiot,533,91.04,2453.77,6.69,31,0,69.01,25.86,83.11,7.16,6
Adam Mazur,468,89.48,2193.11,5.96,19,0,70.84,22.7,86.08,7.37,6
