full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Carlos Carrasco,462,87.76,2126.22,6.64,26,0,69.61,12.41,81.83,7.27,6
Kyle Gibson,443,86.58,2210.58,6.95,33,0,70.26,9.87,80.93,7.58,5
Nathan Eovaldi,544,90.24,1956.39,6.59,32,0,69.91,9.99,83.98,7.23,6
Dallas Keuchel,243,85.48,2000.06,5.82,9,0,71.76,8.02,83.7,7.51,3
Sean Manaea,529,87.7,2058.91,7.31,30,0,68.8,22.23,82.64,6.95,6
Zack Littell,477,86.99,1857.86,6.26,25,0,70.76,20.83,83.82,7.43,6
Dylan Cease,589,90.47,2655.97,6.28,45,0,67.99,22.01,82.31,7.25,6
Luis Gil,513,93.79,2218.01,6.83,26,0,71.14,22.49,85.05,7.33,6
Brady Singer,548,87.22,2321.17,6.98,29,0,69.95,9.18,82.0,7.38,6
Edward Cabrera,82,92.05,2129.28,6.63,4,0,69.54,18.65,85.36,6.98,1
Graham Ashcraft,247,92.98,2534.61,5.55,8,0,71.17,15.34,82.78,7.13,3
Ryne Nelson,498,90.51,2210.92,6.72,22,0,68.52,20.23,82.82,6.81,6
Tarik Skubal,540,91.94,2060.08,6.38,46,0,69.79,16.0,81.17,7.22,6
Hayden Wesneski,367,89.51,2361.61,7.07,20,0,68.22,18.89,83.76,7.26,7
George Kirby,546,92.33,2201.46,6.57,34,0,68.08,20.82,82.32,6.86,6
Michael Mercado,150,89.6,2274.77,6.38,6,0,70.78,21.42,83.64,7.38,3
Kutter Crawford,418,86.88,2297.3,6.17,37,0,70.05,25.47,85.15,7.35,6
Grayson Rodriguez,596,89.26,2270.9,7.24,40,0,69.85,13.06,82.59,7.26,6
Simeon Woods Richardson,541,87.82,2277.15,6.74,28,0,69.89,23.43,82.79,7.15,6
Justin Wrobleski,76,91.46,2318.46,5.23,4,0,68.95,28.07,83.31,6.92,1
Spencer Arrighetti,506,88.03,2426.61,7.12,31,0,68.99,19.38,81.38,7.35,6
Tanner Gordon,78,88.27,2208.62,6.26,4,0,67.66,20.31,85.45,7.16,1
Jonathan Cannon,490,88.98,2195.19,6.12,22,0,69.89,15.11,83.65,7.15,6
Mitch Spence,540,88.06,2417.34,6.26,29,0,70.29,14.66,85.78,7.23,6
DJ Herz,507,88.71,2262.84,6.64,38,0,70.11,23.85,82.19,7.23,6
Hayden Birdsong,269,90.74,2166.96,6.5,15,0,66.8,16.54,80.99,7.05,3
