team,wins,losses,run_diff,streak,games_played,win_pct
NYY,37,23,95,L1,60,.617
TB,32,29,46,W2,61,.525
TOR,32,29,-9,W1,61,.525
BOS,30,34,13,W1,64,.469
BAL,24,36,-88,W5,60,.400
DET,41,22,92,W1,63,.651
MIN,34,27,48,W3,61,.557
CLE,33,27,-13,W1,60,.550
KC,32,29,-4,W1,61,.525
CWS,19,43,-58,L1,62,.306
HOU,33,28,15,L1,61,.541
SEA,32,28,3,L2,60,.533
TEX,29,33,-2,L2,62,.468
LAA,28,33,-57,L1,61,.459
Athletics,23,40,-128,L9,63,.365
NYM,39,23,72,W1,62,.629
PHI,37,24,26,L1,61,.607
WSH,29,32,-40,W1,61,.475
ATL,27,33,7,L3,60,.450
MIA,23,37,-83,L4,60,.383
CHC,38,23,100,L1,61,.623
STL,33,27,27,L2,60,.550
MIL,34,29,25,W1,63,.540
CIN,30,33,23,L1,63,.476
PIT,23,39,-58,W1,62,.371
LAD,37,25,75,L1,62,.597
SD,35,25,17,L1,60,.583
SF,34,28,41,W1,62,.548
ARI,30,31,-4,W3,61,.492
COL,12,50,-181,W3,62,.194
