team,wins,losses,run_diff,streak,games_played,win_pct
NYY,42,31,97,L6,73,.575
TB,41,33,68,W1,74,.554
TOR,40,33,-4,W2,73,.548
BOS,39,37,18,W1,76,.513
BAL,31,42,-79,L1,73,.425
DET,47,27,84,W1,74,.635
CLE,37,35,-23,W2,72,.514
MIN,36,37,4,L6,73,.493
KC,36,38,-20,W2,74,.486
CWS,23,50,-72,L6,73,.315
HOU,43,31,54,W2,74,.581
SEA,37,36,2,L1,73,.507
LAA,36,37,-56,W3,73,.493
TEX,36,38,19,L2,74,.486
Athletics,30,46,-128,L2,76,.395
NYM,45,29,74,L5,74,.608
PHI,44,30,33,W1,74,.595
ATL,33,39,18,W2,72,.458
WSH,30,44,-71,L11,74,.405
MIA,29,43,-88,L1,72,.403
CHC,45,28,107,W3,73,.616
CIN,39,35,44,W4,74,.527
MIL,39,35,19,L1,74,.527
STL,38,35,28,W1,73,.521
PIT,29,45,-58,L3,74,.392
LAD,46,29,77,W5,75,.613
SF,41,33,42,L4,74,.554
SD,39,34,19,L3,73,.534
ARI,36,37,-13,L3,73,.493
COL,17,57,-195,W4,74,.230
