team,wins,losses,run_diff,streak,games_played,win_pct
NYY,47,21,113,W2,68,.691
BAL,43,22,104,W4,65,.662
BOS,33,33,30,W1,66,.500
TOR,32,34,-37,L1,66,.485
TB,31,35,-65,L4,66,.470
CLE,42,22,90,W2,64,.656
KC,39,28,74,L2,67,.582
MIN,35,31,-1,W2,66,.530
DET,32,33,-6,W1,65,.492
CWS,17,50,-148,L2,67,.254
SEA,38,30,10,W2,68,.559
TEX,31,34,13,W1,65,.477
HOU,30,37,5,L2,67,.448
LAA,25,40,-60,W1,65,.385
OAK,26,42,-80,L3,68,.382
PHI,45,20,108,L1,65,.692
ATL,35,28,31,L3,63,.556
WSH,30,35,-20,W3,65,.462
NYM,28,36,-33,W1,64,.438
MIA,22,43,-98,L2,65,.338
MIL,39,27,63,W1,66,.591
CHC,32,34,-14,W1,66,.485
CIN,32,34,15,L1,66,.485
STL,31,33,-40,W1,64,.484
PIT,31,34,-23,L1,65,.477
LAD,41,26,92,L1,67,.612
SD,35,35,24,W1,70,.500
SF,33,34,-27,W1,67,.493
ARI,31,35,-13,W1,66,.470
COL,23,43,-107,L2,66,.348
