full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Miles Mikolas,473,86.69,2235.09,6.24,20,0,71.01,20.57,84.1,7.05,6
Chris Bassitt,548,86.03,2131.59,6.36,29,0,68.94,14.06,80.77,6.91,6
Colin Rea,552,88.95,2148.9,6.6,23,0,69.13,18.28,85.58,7.06,6
Max Fried,545,89.25,2402.57,6.49,34,0,70.01,10.99,81.2,6.98,6
Lucas Giolito,500,88.57,2039.4,6.91,22,0,68.62,19.25,84.0,7.07,6
Tyler Mahle,548,87.96,2192.66,6.59,23,0,71.23,19.58,81.94,7.32,6
Lou Trivino,205,88.94,2194.49,6.4,10,0,69.85,17.24,80.31,7.43,10
Griffin Canning,504,90.18,2171.93,5.87,24,0,70.12,14.65,84.09,7.31,6
Dylan Cease,581,91.52,2653.76,6.28,48,0,69.03,17.04,83.51,7.46,6
Grant Holmes,533,89.47,2590.45,6.03,37,0,69.67,12.58,85.26,7.42,6
Mitch Keller,543,88.84,2521.38,6.53,29,0,69.76,11.53,84.65,7.07,6
MacKenzie Gore,572,90.02,2244.76,6.88,45,0,70.02,23.12,83.09,7.14,6
Andrew Abbott,578,87.59,2340.22,6.28,33,0,69.87,26.93,80.61,7.25,6
Brant Hurter,244,88.96,2307.15,6.12,19,0,67.72,17.73,79.18,7.21,9
Slade Cecconi,414,87.87,2358.88,6.62,28,0,69.2,22.29,84.09,7.3,5
Simeon Woods Richardson,185,88.02,2249.7,6.81,8,0,71.55,21.54,87.63,6.98,2
Shane Smith,436,91.33,2150.81,6.55,26,0,70.29,14.16,83.21,7.23,5
Quinn Priester,474,90.14,2271.36,6.4,22,0,70.65,8.17,83.25,7.27,6
Ryan Pepiot,567,91.59,2498.11,6.64,34,0,70.6,24.19,83.4,7.23,6
Carson Palmquist,440,83.76,2047.27,7.33,16,0,69.52,25.67,80.54,7.29,5
Mitch Spence,376,87.42,2677.52,6.22,24,0,67.82,12.83,86.4,7.45,10
Logan Evans,354,87.02,2521.07,5.8,19,0,70.08,13.11,84.98,7.41,4
Mick Abel,251,91.24,2466.26,6.76,14,0,69.12,21.29,84.54,7.02,3
Kyle Harrison,339,91.11,2232.9,6.71,20,0,68.83,18.77,84.44,6.79,6
Brandon Pfaadt,485,89.83,2540.82,6.65,14,0,70.91,16.65,87.63,7.32,6
Cade Povich,477,86.82,2257.39,6.17,35,0,69.88,18.03,83.88,7.31,5
Noah Cameron,439,85.59,2234.43,6.22,22,0,69.91,13.3,84.63,7.46,5
