game_date,home_team,away_team,winner
2024-05-26,Tigers,Blue Jays,Tigers
2024-05-26,Reds,Dodgers,Reds
2024-05-26,Red Sox,Brewers,Red Sox
2024-05-26,Pirates,Braves,Braves
2024-05-26,Nationals,Mariners,Mariners
2024-05-26,Mets,Giants,Mets
2024-05-26,Rays,Royals,Rays
2024-05-26,White Sox,Orioles,Orioles
2024-05-26,Twins,Rangers,Rangers
2024-05-26,Rockies,Phillies,Rockies
2024-05-26,Angels,Guardians,Guardians
2024-05-26,D-backs,Marlins,Marlins
2024-05-26,Padres,Yankees,Padres
2024-05-26,Cardinals,Cubs,Cardinals
