full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Frankie Montas,560,91.23,2210.3,5.95,28,0,70.21,22.02,81.8,7.28,6
Tyler Glasnow,475,92.34,2664.6,7.5,41,0,69.67,13.77,81.81,7.29,5
Seth Lugo,587,87.12,2649.91,5.97,40,0,70.24,12.06,81.58,7.31,6
Max Fried,616,87.31,2302.04,6.48,42,0,68.3,8.08,81.8,7.21,6
Ty Blach,439,84.9,2005.62,5.15,16,0,69.9,11.41,83.53,7.1,6
Chris Flexen,498,85.59,2223.97,6.23,29,0,69.53,19.26,82.47,7.4,6
Dane Dunning,250,86.42,2130.21,7.03,14,0,71.13,17.07,81.59,7.36,3
Bailey Ober,549,86.68,2130.9,7.21,32,0,70.12,23.98,80.08,7.41,6
Jack Flaherty,488,87.68,2333.23,6.64,43,0,69.79,13.79,81.03,7.45,6
David Peterson,167,88.96,2106.02,7.06,5,0,68.09,10.36,85.72,7.12,2
Jared Koenig,267,90.32,2362.61,6.25,17,0,68.52,16.16,79.13,7.21,14
Luis Gil,565,93.54,2251.43,6.76,45,0,69.54,21.09,81.59,7.21,6
Triston McKenzie,540,85.74,2209.54,6.78,37,0,69.93,27.77,83.69,7.44,6
Patrick Sandoval,582,86.69,2155.85,6.28,32,0,69.05,15.27,81.49,7.33,6
Corbin Burnes,573,90.65,2705.51,6.56,35,0,68.36,6.96,80.02,7.38,6
Andre Pallante,161,91.64,2368.0,6.72,5,0,67.82,0.69,77.86,6.97,2
George Kirby,524,91.77,2092.36,6.65,33,0,69.83,16.08,83.13,7.02,6
Trevor Richards,213,83.44,2449.36,6.18,13,0,69.43,25.18,82.97,7.46,10
Kutter Crawford,559,87.17,2343.38,6.09,30,0,70.62,22.95,81.1,7.23,6
Spencer Arrighetti,524,86.54,2425.17,7.2,34,0,70.36,15.42,82.18,7.29,6
Jared Jones,454,92.35,2500.0,6.78,24,0,70.01,19.21,83.03,7.17,5
Shota Imanaga,438,87.43,1929.48,6.36,30,0,71.85,24.35,81.03,7.53,5
Ryan Pepiot,287,91.5,2449.2,6.74,21,0,69.83,29.94,83.07,7.05,4
Blake Walston,153,86.84,2004.42,6.11,6,0,71.31,20.28,83.07,7.18,2
Mitch Spence,453,86.87,2679.82,6.28,21,0,69.69,15.97,82.99,7.38,7
DJ Herz,75,89.66,2247.77,6.8,3,0,72.81,26.08,84.41,7.48,1
Kyle Harrison,558,88.74,2132.17,6.63,27,0,71.18,16.92,82.29,7.23,6
Adam Mazur,77,90.24,2191.05,6.02,2,0,68.05,17.6,83.27,7.21,1
