team,wins,losses,run_diff,streak,games_played,win_pct
NYY,76,53,128,W3,129,.589
BAL,75,55,88,W1,130,.577
BOS,67,61,15,L1,128,.523
TB,64,64,-55,L2,128,.500
TOR,62,68,-72,W2,130,.477
CLE,73,55,67,L3,128,.570
KC,72,56,113,W2,128,.563
MIN,71,57,68,L1,128,.555
DET,63,66,-4,W1,129,.488
CWS,31,98,-262,L1,129,.240
HOU,69,59,71,L1,128,.539
SEA,65,64,15,W1,129,.504
TEX,60,69,-35,W2,129,.465
OAK,55,74,-77,L1,129,.426
LAA,54,75,-115,L3,129,.419
PHI,74,54,97,L2,128,.578
ATL,69,59,53,W2,128,.539
NYM,67,62,25,L1,129,.519
WSH,58,71,-63,L1,129,.450
MIA,46,82,-177,L4,128,.359
MIL,74,54,108,W1,128,.578
STL,64,64,-51,W3,128,.500
CHC,64,65,11,W2,129,.496
CIN,62,67,22,L2,129,.481
PIT,61,67,-21,W2,128,.477
LAD,77,52,115,W5,129,.597
ARI,73,56,87,W4,129,.566
SD,73,57,69,W1,130,.562
SF,65,65,-12,L2,130,.500
COL,47,82,-208,L3,129,.364
