team,wins,losses,run_diff,streak,games_played,win_pct
NYY,51,27,106,L3,78,.654
BAL,49,26,122,L1,75,.653
BOS,40,36,44,L1,76,.526
TB,37,39,-63,W3,76,.487
TOR,35,40,-46,L4,75,.467
CLE,47,26,100,W3,73,.644
KC,42,35,52,L1,77,.545
MIN,41,35,14,L3,76,.539
DET,35,40,-11,W1,75,.467
CWS,20,57,-159,L3,77,.260
SEA,44,34,10,L3,78,.564
HOU,36,40,10,W3,76,.474
TEX,35,40,-12,W2,75,.467
LAA,30,45,-76,W1,75,.400
OAK,29,49,-86,W1,78,.372
PHI,49,26,100,L2,75,.653
ATL,42,31,53,W4,73,.575
WSH,37,38,-9,W1,75,.493
NYM,36,38,3,W1,74,.486
MIA,26,49,-114,W3,75,.347
MIL,44,32,61,L2,76,.579
STL,37,37,-38,W1,74,.500
CIN,36,39,13,W1,75,.480
PIT,36,39,-32,L1,75,.480
CHC,36,40,-24,L1,76,.474
LAD,47,31,107,L1,78,.603
SD,40,40,16,W3,80,.500
ARI,38,38,10,W2,76,.500
SF,36,40,-27,L3,76,.474
COL,26,50,-124,L2,76,.342
