full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Merrill Kelly,459,88.79,2358.14,6.05,20,0,71.15,14.88,86.11,7.47,5
Austin Gomber,523,84.93,2185.29,6.66,24,0,70.91,23.16,83.71,7.34,6
Blake Snell,528,88.65,2318.47,6.76,44,0,66.4,18.52,80.22,7.16,6
Casey Mize,168,89.11,2013.48,6.79,6,0,69.43,14.95,86.39,7.17,2
Bailey Falter,437,88.86,1993.58,7.15,20,0,66.3,21.12,83.64,6.61,6
Jake Irvin,567,89.38,2387.82,7.02,25,0,69.52,15.59,82.51,7.09,6
Adam Oller,365,89.63,2144.09,6.45,22,0,70.32,25.82,85.96,7.13,4
Taj Bradley,544,91.93,2113.95,6.51,27,0,70.09,16.67,86.02,7.27,6
Cody Bradford,564,84.54,1994.94,7.12,32,0,69.56,23.28,80.21,7.11,6
Joey Estes,536,86.43,2293.46,5.94,27,0,69.32,29.37,81.35,7.15,6
Hunter Brown,498,92.89,2209.44,6.63,31,0,68.84,18.5,79.58,6.82,5
Jack Kochanowicz,418,93.5,2193.89,6.46,7,0,70.0,6.37,86.56,7.01,5
Bryan Woo,511,92.0,2241.58,6.54,34,0,68.87,19.36,84.26,6.81,6
Rhett Lowder,159,89.68,2337.72,6.09,9,0,67.94,22.59,81.98,6.9,2
