team,wins,losses,run_diff,streak,games_played,win_pct
NYY,4,0,10,W4,4,1.000
BAL,2,1,14,L1,3,.667
BOS,2,2,4,W1,4,.500
TB,2,2,-3,L1,4,.500
TOR,2,2,3,W1,4,.500
DET,3,0,3,W3,3,1.000
CLE,3,1,18,L1,4,.750
MIN,2,1,-4,L1,3,.667
KC,1,2,4,W1,3,.333
CWS,0,3,-3,L3,3,.000
TEX,2,1,6,L1,3,.667
SEA,2,2,-4,L1,4,.500
LAA,1,2,-14,W1,3,.333
OAK,1,3,-18,W1,4,.250
HOU,0,4,-10,L4,4,.000
ATL,2,1,13,L1,3,.667
PHI,1,2,-13,W1,3,.333
WSH,1,2,-6,L1,3,.333
NYM,0,3,-6,L3,3,.000
MIA,0,4,-14,L4,4,.000
PIT,4,0,14,W4,4,1.000
MIL,3,0,6,W3,3,1.000
CIN,2,1,6,W1,3,.667
CHC,1,2,-6,W1,3,.333
STL,1,3,-9,L1,4,.250
ARI,3,1,18,W1,4,.750
LAD,4,2,8,W1,6,.667
SD,3,3,4,W1,6,.500
SF,2,2,-3,L1,4,.500
COL,1,3,-18,L1,4,.250
