mlbam_id,lookup_player_name,team,avg_launch_speed,avg_bat_speed,avg_swing_length,total_pitches,recent_home_runs,recent_strikeouts,HR,SO,PA,AVG,SLG
457705,andrew mccutchen,PIT,96.1,71.07,7.8,8,0,0,9.0,78.0,366.0,0.26,0.39
502671,paul goldschmidt,NYY,74.57,71.26,7.48,19,0,2,8.0,66.0,381.0,0.29,0.43
514888,josé altuve,HOU,83.29,64.38,7.14,19,0,0,17.0,68.0,424.0,0.28,0.46
518692,freddie freeman,LAD,88.87,71.08,6.6,16,0,0,10.0,85.0,380.0,0.3,0.47
521692,salvador pérez,KC,92.1,69.8,8.23,17,1,0,18.0,77.0,407.0,0.26,0.47
527038,wilmer flores,SF,78.66,62.62,6.62,27,0,0,12.0,64.0,359.0,0.24,0.38
542303,marcell ozuna,ATL,75.14,68.15,7.16,17,0,1,13.0,90.0,395.0,0.24,0.39
543760,marcus semien,TEX,89.14,68.72,7.32,14,0,0,13.0,80.0,424.0,0.23,0.37
543807,george springer,TOR,79.22,72.29,7.34,13,0,0,17.0,72.0,388.0,0.28,0.5
545361,mike trout,LAA,82.91,73.8,7.45,17,0,1,18.0,92.0,334.0,0.24,0.47
553993,eugenio suárez,AZ,46.9,40.9,5.33,17,0,3,36.0,110.0,416.0,0.25,0.59
571448,nolan arenado,STL,98.77,67.27,8.54,23,0,0,10.0,36.0,375.0,0.24,0.38
572233,christian walker,HOU,88.33,72.38,6.34,10,0,0,13.0,112.0,410.0,0.24,0.38
573262,mike yastrzemski,SF,88.57,71.7,7.73,14,0,0,8.0,81.0,354.0,0.24,0.37
575929,willson contreras,STL,72.9,74.33,7.96,16,0,0,14.0,104.0,413.0,0.26,0.45
592206,nick castellanos,PHI,88.8,70.35,7.27,15,0,0,13.0,85.0,416.0,0.27,0.43
592450,aaron judge,NYY,77.9,74.52,8.68,18,0,4,37.0,119.0,455.0,0.34,0.72
592518,manny machado,SD,87.93,72.24,6.84,14,0,0,19.0,76.0,439.0,0.29,0.49
593428,xander bogaerts,SD,81.87,62.44,6.64,11,0,1,6.0,65.0,410.0,0.27,0.38
596019,francisco lindor,NYM,83.57,70.03,7.08,21,0,1,19.0,83.0,457.0,0.25,0.43
