full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,527,90.61,2457.03,6.44,29,0,71.18,20.88,84.18,7.06,6
Kyle Gibson,447,86.59,2211.14,6.97,29,0,70.2,12.92,81.03,7.48,5
Nathan Eovaldi,549,90.01,1976.48,6.59,34,0,69.86,10.76,84.02,7.27,6
Dallas Keuchel,308,85.59,1994.16,5.8,11,0,71.71,6.0,83.57,7.56,4
Seth Lugo,567,87.19,2580.47,5.98,41,0,69.99,11.51,81.15,7.31,6
Chris Flexen,545,85.9,2179.13,6.35,22,0,69.73,19.55,81.7,7.28,6
Zack Littell,464,86.79,1853.78,6.22,25,0,70.36,20.57,83.93,7.41,6
Dylan Cease,591,90.89,2663.98,6.29,48,0,67.63,23.88,80.76,7.31,6
Luis Gil,512,93.55,2221.07,6.81,28,0,71.35,20.58,85.48,7.28,6
Ryan Feltner,535,89.2,2303.99,6.5,32,0,70.17,15.69,81.49,7.31,6
Tyler Phillips,132,87.99,2269.66,6.53,12,0,72.72,7.41,84.97,7.46,2
Edward Cabrera,145,92.03,2135.71,6.6,11,0,70.62,17.6,88.15,7.34,2
Javier Assad,226,87.98,2063.25,6.6,7,0,71.15,15.88,89.18,7.13,3
Gavin Williams,257,91.47,2332.54,7.17,9,0,68.5,21.77,84.18,7.03,3
Hayden Wesneski,427,89.36,2336.9,7.03,23,0,68.22,17.78,84.09,7.19,7
George Kirby,542,92.25,2164.55,6.55,37,0,68.01,19.62,82.39,6.82,6
Andrew Abbott,568,88.67,2381.77,6.62,29,0,69.87,26.04,81.0,7.16,6
Keider Montero,339,87.92,2390.52,6.43,17,0,69.03,17.05,84.91,7.21,4
Kutter Crawford,426,87.13,2313.65,6.15,33,0,70.17,25.96,84.37,7.33,6
Grayson Rodriguez,580,88.89,2253.86,7.28,41,0,69.78,11.87,83.75,7.31,6
Simeon Woods Richardson,530,87.55,2268.31,6.76,29,0,69.7,23.97,83.03,7.15,6
Mitchell Parker,496,88.4,2064.36,6.82,30,0,70.51,24.63,81.15,7.3,6
Justin Wrobleski,160,91.1,2319.88,5.19,8,0,69.44,28.85,84.08,7.0,2
Christian Scott,258,90.0,2174.98,7.08,10,0,71.11,28.21,83.78,7.11,3
Spencer Arrighetti,492,88.19,2447.75,7.04,32,0,69.0,18.19,81.39,7.35,6
Mitch Spence,545,87.81,2432.1,6.28,32,0,70.58,15.23,85.95,7.26,6
Hayden Birdsong,349,90.57,2187.94,6.47,18,0,67.39,16.36,81.72,7.06,4
