game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct
2024-07-05,LAA,CHC,GRIFFIN CANNING,JUSTIN STEELE,568.0,88.54,2496.85,6.34,41.0,0.0,69.93,15.99,80.63,7.03,6.0,565.0,90.02,2143.93,5.92,22.0,0.0,70.46,11.52,83.71,7.27,6.0,80.76690476190477,71.00631636881637,7.24184472934473,84.22,70.7436507936508,7.014206349206349,57.0,39.0,119.0,W2,96.0,0.594,47,49,-62,L1,96,0.49
2024-07-05,NYM,PIT,LUIS SEVERINO,PAUL SKENES,599.0,92.61,2181.42,6.41,48.0,0.0,69.79,12.38,84.1,7.36,6.0,559.0,92.83,2200.64,6.43,23.0,0.0,70.06,17.98,82.09,6.91,6.0,89.1934523809524,71.60249999999999,6.990277777777777,87.80190476190475,73.02540476190475,7.584,39.0,58.0,-53.0,W1,97.0,0.402,55,42,45,L1,97,0.567
2024-07-05,STL,WSH,SONNY GRAY,PATRICK CORBIN,543.0,85.29,2139.68,6.67,26.0,0.0,70.86,11.97,83.86,7.55,6.0,517.0,88.19,2585.81,6.62,38.0,0.0,69.36,11.68,81.72,7.26,6.0,83.1423611111111,69.67830387205387,7.166645622895623,81.05520408163265,69.54707482993197,7.222063492063492,38.0,58.0,-102.0,L4,96.0,0.396,51,46,17,W1,97,0.526
2024-07-05,BOS,NYY,TANNER HOUCK,NESTOR CORTES,,,,,,,,,,,,539.0,87.92,2215.01,6.06,31.0,0.0,69.23,1.31,84.32,7.34,6.0,85.83940476190476,70.7351893939394,7.528369408369408,82.03999999999999,71.30672727272727,7.589212121212121,53.0,43.0,111.0,L2,96.0,0.552,53,45,61,W10,98,0.541
2024-07-05,CWS,MIA,DREW THORPE,BRYAN HOEING,46.0,89.99,1939.96,6.81,4.0,0.0,72.82,2.75,86.85,7.68,1.0,430.0,85.28,2212.23,6.36,18.0,0.0,70.03,19.65,80.26,7.41,5.0,77.80555555555556,70.24083333333333,7.021666666666667,84.42422222222223,69.61055555555555,7.109444444444445,44.0,51.0,-55.0,W2,95.0,0.463,32,65,-98,L2,97,0.33
2024-07-05,SF,CLE,ERIK MILLER,TANNER BIBEE,573.0,88.15,2489.9,6.65,46.0,0.0,68.63,23.99,79.66,7.14,6.0,206.0,90.55,2162.35,6.52,10.0,0.0,67.48,15.18,79.91,7.16,12.0,80.23458333333333,67.9697123015873,7.212222222222222,82.74317460317461,68.7881746031746,7.09,46.0,49.0,-45.0,W2,95.0,0.484,52,45,17,L2,97,0.536
2024-07-05,DET,CIN,REESE OLSON,CARSON SPIERS,466.0,87.99,2324.18,6.7,24.0,0.0,69.12,17.26,82.23,7.08,5.0,563.0,88.7,2271.63,5.81,37.0,0.0,69.94,10.86,85.1,7.59,6.0,83.48452380952381,70.45659863945578,7.470340136054422,83.01416666666667,70.90110389610389,6.728560606060606,50.0,47.0,31.0,W2,97.0,0.515,59,38,87,L4,97,0.608
2024-07-05,PHI,ATL,AARON NOLA,MAX FRIED,483.0,86.77,2187.14,6.55,21.0,0.0,69.74,9.5,81.15,7.19,5.0,571.0,87.36,2339.46,6.84,34.0,0.0,70.54,13.84,81.76,7.46,6.0,82.78277777777778,69.2963528138528,7.444545454545454,83.37525793650794,70.78449044011545,7.272648809523809,42.0,53.0,2.0,L1,95.0,0.442,55,41,63,W1,96,0.573
2024-07-05,TB,TEX,SHANE BAZ,MICHAEL LORENZEN,527.0,89.5,2363.23,5.92,18.0,0.0,70.94,18.98,84.39,7.17,6.0,92.0,91.6,2380.27,6.62,6.0,0.0,72.09,26.09,87.7,7.25,1.0,85.78519047619048,69.20142857142858,7.11152380952381,79.15255952380951,70.7089218073593,7.161106601731602,48.0,49.0,47.0,W1,97.0,0.495,50,47,61,L4,97,0.515
2024-07-05,HOU,MIN,SHAWN DUBIN,PABLO LOPEZ,,,,,,,,,,,,273.0,89.71,2396.61,6.56,16.0,0.0,71.23,15.96,83.55,7.19,7.0,82.04076465201466,70.43869047619047,7.271339285714286,83.16965367965369,69.15425170068026,7.398569427771108,47.0,49.0,-8.0,L1,96.0,0.49,56,40,56,L1,96,0.583
2024-07-05,KC,COL,COLE RAGANS,KYLE FREELAND,238.0,89.16,2323.74,6.57,12.0,0.0,70.23,14.55,83.56,7.24,3.0,618.0,89.79,2454.1,6.16,45.0,0.0,69.69,21.07,83.26,7.4,6.0,87.75041666666667,65.94337301587302,6.929206349206349,84.68263038548753,71.13182539682539,7.354920634920636,22.0,74.0,-253.0,L2,96.0,0.229,47,50,-28,W1,97,0.485
2024-07-05,TOR,SEA,KEVIN GAUSMAN,LUIS CASTILLO,,,,,,,,,,,,612.0,90.7,2149.49,6.63,41.0,0.0,70.6,28.52,82.32,7.23,6.0,85.71851851851852,71.86977513227514,7.146450617283951,81.08805555555556,68.39888888888889,7.056111111111111,51.0,45.0,32.0,W3,96.0,0.531,55,41,17,L2,96,0.573
2024-07-05,ARI,SD,SLADE CECCONI,RANDY VASQUEZ,,,,,,,,,,,,441.0,88.07,2290.59,6.7,24.0,0.0,69.02,19.53,82.44,7.09,6.0,82.02710008245722,68.31797619047619,7.09420634920635,,,,52.0,44.0,7.0,L1,96.0,0.542,47,50,5,W1,97,0.485
2024-07-05,BAL,OAK,ALBERT SUAREZ,HOGAN HARRIS,533.0,86.79,2300.92,6.8,20.0,0.0,69.24,21.73,84.9,6.94,6.0,,,,,,,,,,,,,,,87.88757142857142,68.7784126984127,6.929555555555555,,,,,,,43,52,-90,L2,95,0.453
2024-07-05,MIL,LAD,AARON CIVALE,TYLER GLASNOW,422.0,91.67,2591.64,7.36,39.0,0.0,68.57,10.51,84.05,7.16,5.0,539.0,86.3,2678.13,5.64,32.0,0.0,70.48,23.71,81.68,7.28,6.0,87.93452380952381,70.65542857142857,7.399000000000001,81.28972222222222,68.55253246753246,7.244242424242425,58.0,39.0,69.0,W2,97.0,0.598,56,40,81,W7,96,0.583
