team,wins,losses,run_diff,streak,games_played,win_pct
NYY,39,25,95,L2,64,.609
TB,35,30,48,W1,65,.538
TOR,35,30,-1,L1,65,.538
BOS,32,35,17,W2,67,.478
BAL,26,38,-89,L1,64,.406
DET,43,24,92,W1,67,.642
MIN,35,30,37,W1,65,.538
CLE,34,30,-19,W1,64,.531
KC,34,32,-9,W1,66,.515
CWS,22,44,-51,L1,66,.333
HOU,36,29,23,L1,65,.554
SEA,33,31,0,W1,64,.516
TEX,31,35,2,W2,66,.470
LAA,30,34,-55,L1,64,.469
Athletics,26,41,-115,W1,67,.388
NYM,42,24,88,W3,66,.636
PHI,37,28,15,L5,65,.569
WSH,30,35,-51,L2,65,.462
ATL,27,37,3,L7,64,.422
MIA,24,39,-84,L1,63,.381
CHC,40,25,105,L1,65,.615
STL,36,29,28,L1,65,.554
MIL,35,31,23,L1,66,.530
CIN,33,33,38,W3,66,.500
PIT,26,40,-61,W3,66,.394
LAD,39,27,74,W1,66,.591
SD,37,27,18,W1,64,.578
SF,38,28,45,W5,66,.576
ARI,31,34,-18,L3,65,.477
COL,12,53,-198,L3,65,.185
