team_name,avg_launch_speed,avg_bat_speed,avg_swing_length
ATL,86.56611111111111,68.19246031746032,6.828611111111111
BAL,82.7033207070707,71.77718843656343,7.1070570054945055
BOS,84.80597883597885,63.45875420875421,6.74419191919192
CHC,85.09744047619047,67.3160606060606,6.728932178932179
CIN,80.57047619047619,68.59602040816326,7.263690476190476
CLE,88.90267857142857,70.02604166666666,7.441666666666666
COL,82.99944444444445,68.96287037037037,7.113981481481481
CWS,83.5875,70.67916666666667,7.1848214285714285
DET,86.13004006410256,68.64171875,7.206160714285715
HOU,79.04199134199133,67.73119047619048,7.274880952380952
KC,83.97886904761904,71.07564814814815,7.27375
LAA,87.49305555555556,67.40968253968254,6.746230158730159
LAD,82.63930555555555,67.18319444444444,6.994930555555555
MIA,78.51154761904762,66.692791005291,6.809358465608465
MIL,81.72944444444444,69.8024555074555,7.200079365079365
MIN,86.67872023809524,69.3047619047619,7.42390873015873
NYM,90.29766666666667,73.79357142857143,7.3779047619047615
NYY,85.51939393939394,71.27953768453769,7.839275446775447
PHI,81.92661616161617,69.93169312169313,7.3194444444444455
PIT,85.46981481481481,69.39605158730159,6.901369047619048
SD,84.00924345495774,69.63528911564626,7.131377551020408
SEA,88.15806547619047,72.09010416666666,7.590624999999999
SF,88.35611904761905,72.1346608946609,7.3342568542568545
STL,85.89761904761905,69.49993686868687,7.234343434343434
TB,81.97826530612245,73.45242673992674,7.5077010291296
TEX,87.38057142857143,67.98198717948718,7.356410256410257
TOR,82.86197916666667,68.48244047619048,6.932043650793651
WSH,80.50492063492064,67.28666666666666,6.965944444444444
