full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Lance Lynn,534,89.89,2475.9,6.36,30,0,69.87,24.04,81.68,6.97,6
Chris Sale,568,87.34,2205.03,6.39,50,0,68.2,15.89,81.71,7.31,6
Cody Poteet,162,88.66,2401.5,5.95,7,0,69.19,12.75,82.64,7.42,2
Michael Lorenzen,583,89.31,2332.99,5.89,27,0,70.93,18.53,82.46,7.23,6
Austin Gomber,433,84.29,2160.62,6.72,22,0,70.07,20.09,83.44,7.43,5
Chris Bassitt,595,85.77,2115.68,6.47,35,0,68.2,15.86,80.59,6.93,6
Cole Irvin,431,86.59,2017.39,6.36,21,0,70.56,22.43,84.34,7.33,6
Aaron Civale,522,87.18,2674.35,5.59,29,0,70.13,18.84,83.7,7.2,6
Griffin Canning,541,89.59,2182.45,5.9,21,0,70.13,13.61,83.61,7.38,6
Mitch Keller,476,90.89,2527.92,6.45,30,0,69.18,19.34,82.58,6.96,5
Justin Steele,536,88.75,2515.3,6.33,35,0,70.27,19.73,82.63,7.13,6
Logan Webb,604,89.11,1945.75,7.09,37,0,70.72,7.22,85.4,7.11,6
Joe Ryan,578,90.63,2275.9,6.83,39,0,69.93,21.33,83.29,7.12,6
Jake Irvin,564,88.55,2457.36,6.91,34,0,70.46,18.82,83.12,7.23,6
Hogan Harris,242,87.31,2322.4,6.74,13,0,68.6,23.49,81.64,7.01,3
Framber Valdez,573,89.18,2270.43,5.83,31,0,70.27,-2.4,87.89,7.22,6
Nick Lodolo,368,89.86,2414.92,6.12,19,0,71.52,17.67,82.37,7.35,4
Tobias Myers,342,88.45,2162.75,6.67,20,0,68.82,20.74,83.04,7.21,5
Logan Allen,417,86.24,1854.83,6.38,21,0,69.73,20.14,84.88,7.1,5
Garrett Crochet,556,93.84,2450.23,7.06,50,0,69.66,16.59,82.06,7.04,6
Ryan Weathers,515,90.56,2228.39,5.74,36,0,69.5,11.55,83.29,7.21,6
Reese Olson,514,89.17,2349.46,5.81,27,0,70.38,9.61,86.38,7.55,6
Cooper Criswell,505,84.1,2029.92,6.69,27,0,69.9,7.48,80.84,7.18,6
Bryce Miller,524,90.97,2202.33,6.36,29,0,71.36,21.71,84.07,7.13,6
Brandon Pfaadt,551,89.67,2551.68,6.74,34,0,69.76,23.18,83.21,7.27,6
Yoshinobu Yamamoto,491,90.62,2121.53,6.58,36,0,70.33,12.7,81.72,7.13,5
