full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Yusei Kikuchi,576,91.12,2255.91,6.99,44,0,69.7,17.88,82.69,7.09,6
Kevin Gausman,614,90.15,2059.45,6.63,26,0,70.74,22.53,84.32,7.23,6
Seth Lugo,577,87.34,2575.2,5.99,26,0,69.66,13.88,82.83,7.19,6
Carson Fulmer,474,89.5,2149.8,6.34,22,0,71.23,18.32,86.68,7.38,6
Dane Dunning,351,86.29,2090.18,6.91,13,0,69.61,15.44,82.42,7.21,7
Tanner Houck,558,88.14,2312.04,5.94,22,0,69.97,2.25,83.94,7.36,6
David Peterson,535,88.95,2086.7,7.07,32,0,69.27,11.01,83.43,7.01,6
Trevor Rogers,549,87.82,2158.04,6.84,18,0,69.77,17.8,84.28,7.25,6
Adam Oller,90,89.4,2154.53,6.42,2,0,70.56,28.37,88.16,7.21,1
Joe Boyle,189,94.97,2568.12,6.55,12,0,68.95,23.03,83.19,6.96,2
Taj Bradley,550,91.78,2059.34,6.52,29,0,70.46,15.99,84.69,7.28,6
Jonathan Cannon,561,88.89,2142.96,6.15,20,0,70.69,21.66,82.65,7.13,6
Julian Aguiar,57,88.88,1874.93,6.12,2,0,72.04,25.0,85.59,7.2,1
Kyle Harrison,427,86.28,2051.22,6.65,29,0,68.8,19.72,82.66,7.16,5
Bryan Woo,495,91.97,2229.72,6.6,32,0,69.19,16.17,81.87,6.82,6
Brandon Pfaadt,533,90.25,2558.0,6.65,34,0,70.39,12.5,82.92,7.28,6
Gavin Stone,443,91.48,2089.64,6.61,26,0,69.17,13.87,82.75,7.21,5
Zebby Matthews,169,90.54,2235.93,6.44,6,0,69.98,17.89,86.02,7.2,2
