full_name,total_pitches,avg_velocity,avg_spin_rate,avg_extension,strikeouts,whiffs,avg_bat_speed,avg_launch_angle,avg_exit_velocity,avg_swing_length,games_played
Max Scherzer,224,86.67,2258.96,6.26,11,0,69.78,29.13,84.62,7.3,3
Jose Quintana,448,85.94,1995.89,6.57,23,0,67.62,14.51,81.38,7.21,5
Marcus Stroman,562,86.68,2354.18,5.75,21,0,70.4,15.03,81.48,7.31,6
Jameson Taillon,530,87.03,2481.33,6.67,36,0,70.36,22.69,82.28,7.4,6
Frankie Montas,504,91.27,2137.52,5.94,29,0,70.56,21.56,81.64,7.35,6
Ben Lively,404,86.24,1946.7,6.85,20,0,69.52,17.31,84.17,7.07,5
Nick Pivetta,644,88.32,2465.75,6.77,46,0,69.45,25.21,81.53,7.16,7
Chris Bassitt,602,86.65,2136.65,6.44,30,0,69.82,19.08,82.09,7.09,6
Cal Quantrill,582,88.82,1865.22,6.5,24,0,70.46,14.68,82.05,7.3,6
Zach Eflin,507,87.15,2258.2,6.55,28,0,70.29,13.97,82.59,7.32,6
Kenta Maeda,440,85.32,2194.78,6.06,17,0,70.75,12.06,81.57,7.51,6
Bailey Ober,550,87.22,2148.89,7.14,42,0,70.04,21.24,81.69,7.37,6
Logan Webb,580,88.87,1962.72,7.09,36,0,70.27,5.5,80.97,7.19,6
Jake Irvin,584,88.35,2456.93,7.02,33,0,68.61,18.36,81.75,6.98,6
Framber Valdez,547,89.04,2299.26,5.89,30,0,69.83,1.57,85.85,7.18,6
Kyle Tyler,233,86.06,2283.89,6.92,9,0,68.28,5.54,80.18,7.09,3
Zac Gallen,162,90.09,2324.15,6.64,11,0,69.57,12.16,80.79,7.13,2
Tobias Myers,517,88.51,2150.21,6.68,29,0,69.13,18.87,82.75,7.03,6
Corbin Burnes,557,90.68,2729.6,6.47,34,0,69.25,15.89,83.76,7.45,6
Andre Pallante,434,91.66,2324.61,6.6,26,0,68.77,6.81,81.69,6.92,6
Roansy Contreras,221,89.07,2337.87,6.4,11,0,70.85,14.41,84.19,7.3,7
JP Sears,504,85.9,2139.35,6.33,23,0,71.95,22.14,81.72,7.26,6
Alec Marsh,529,89.75,2423.09,6.12,29,0,70.03,20.12,85.42,7.31,6
Bryce Miller,513,90.55,2143.16,6.3,26,0,70.5,20.21,83.52,7.02,6
Landon Knack,234,88.09,2326.57,5.87,15,0,70.21,29.1,84.34,7.2,3
Jared Shuster,218,88.29,2046.63,6.52,9,0,69.79,14.17,79.6,7.33,8
