team,wins,losses,run_diff,streak,games_played,win_pct
NYY,37,18,92,L1,55,.673
BAL,34,18,69,W5,52,.654
BOS,27,27,24,L1,54,.500
TB,26,28,-47,W1,54,.481
TOR,24,29,-34,W1,53,.453
CLE,36,18,71,L1,54,.667
KC,34,21,78,L2,55,.618
MIN,29,24,5,W1,53,.547
DET,26,27,0,W3,53,.491
CWS,15,40,-120,L6,55,.273
SEA,29,26,-6,W2,55,.527
TEX,25,29,-6,W1,54,.463
HOU,24,30,-5,L1,54,.444
OAK,22,33,-63,L1,55,.400
LAA,20,33,-36,L3,53,.377
PHI,38,17,89,L2,55,.691
ATL,30,21,43,L1,51,.588
WSH,24,28,-14,W1,52,.462
NYM,22,30,-24,W1,52,.423
MIA,19,36,-79,L1,55,.345
MIL,31,22,49,W1,53,.585
CHC,27,27,-7,L5,54,.500
STL,25,27,-43,L1,52,.481
PIT,25,29,-29,L1,54,.463
CIN,24,30,-1,W4,54,.444
LAD,33,22,69,L5,55,.600
SF,28,27,-15,W1,55,.509
SD,29,28,9,W2,57,.509
ARI,25,28,3,L1,53,.472
COL,19,34,-72,W2,53,.358
