game_date,home_team,away_team,winner
2024-06-29,White Sox,Rockies,White Sox
2024-06-29,Cardinals,Reds,Reds
2024-06-29,Blue Jays,Yankees,Blue Jays
2024-06-29,Phillies,Marlins,Marlins
2024-06-29,Braves,Pirates,Braves
2024-06-29,Red Sox,Padres,Padres
2024-06-29,Royals,Guardians,Guardians
2024-06-29,Brewers,Cubs,Cubs
2024-06-29,Mets,Astros,Astros
2024-06-29,Rays,Nationals,Nationals
2024-06-29,Orioles,Rangers,Orioles
2024-06-29,Giants,Dodgers,Dodgers
2024-06-29,Angels,Tigers,Angels
2024-06-29,Mariners,Twins,Twins
