team,wins,losses,run_diff,streak,games_played,win_pct
NYY,52,27,111,W1,79,.658
BAL,49,27,118,L2,76,.645
BOS,41,36,45,W1,77,.532
TB,37,40,-64,L1,77,.481
TOR,35,41,-49,L5,76,.461
CLE,48,26,103,W4,74,.649
MIN,42,35,22,W1,77,.545
KC,42,36,46,L2,78,.538
DET,35,41,-15,L1,76,.461
CWS,21,57,-155,W1,78,.269
SEA,45,34,19,W1,79,.570
HOU,37,40,14,W4,77,.481
TEX,36,40,-6,W3,76,.474
LAA,30,46,-81,L1,76,.395
OAK,29,50,-94,L1,79,.367
PHI,50,26,111,W1,76,.658
ATL,42,32,48,L1,74,.568
WSH,37,39,-10,L1,76,.487
NYM,36,39,-4,L1,75,.480
MIA,26,50,-123,L1,76,.342
MIL,44,33,59,L3,77,.571
STL,38,37,-33,W2,75,.507
PIT,37,39,-31,W1,76,.487
CHC,37,40,-17,W1,77,.481
CIN,36,40,12,L1,76,.474
LAD,48,31,112,W1,79,.608
SD,41,40,18,W4,81,.506
ARI,38,39,-1,L1,77,.494
SF,36,41,-32,L4,77,.468
COL,27,50,-123,W1,77,.351
