team,wins,losses,run_diff,streak,games_played,win_pct
BAL,57,34,99,L1,91,.626
NYY,55,38,99,L2,93,.591
BOS,50,41,36,W2,91,.549
TB,45,46,-65,W1,91,.495
TOR,42,50,-58,L1,92,.457
CLE,57,33,97,W1,90,.633
MIN,52,39,53,W3,91,.571
KC,49,43,56,W1,92,.533
DET,43,49,-19,L1,92,.467
CWS,26,67,-166,L3,93,.280
SEA,50,43,9,W1,93,.538
HOU,47,44,38,W1,91,.516
TEX,44,48,14,W5,92,.478
LAA,37,54,-84,L3,91,.407
OAK,34,59,-92,L2,93,.366
PHI,59,32,118,W1,91,.648
ATL,51,39,64,W4,90,.567
NYM,45,45,0,W1,90,.500
WSH,42,50,-25,L3,92,.457
MIA,32,59,-135,L1,91,.352
MIL,53,39,69,L1,92,.576
STL,48,42,-33,W2,90,.533
PIT,44,47,-13,W2,91,.484
CIN,44,48,26,W2,92,.478
CHC,43,49,-17,W2,92,.467
LAD,55,37,95,L2,92,.598
SD,49,46,18,L3,95,.516
ARI,45,47,3,L2,92,.489
SF,45,47,-26,W1,92,.489
COL,32,60,-161,L3,92,.348
