team,wins,losses,run_diff,streak,games_played,win_pct
TOR,59,42,28,L1,101,.584
NYY,56,45,110,W1,101,.554
BOS,54,49,53,L2,103,.524
TB,53,49,66,W1,102,.520
BAL,44,56,-107,L2,100,.440
DET,60,42,77,L2,102,.588
CLE,50,50,-35,W3,100,.500
MIN,49,52,-8,W1,101,.485
KC,49,53,-26,L1,102,.480
CWS,36,66,-74,L1,102,.353
HOU,59,42,63,W3,101,.584
SEA,54,47,25,W1,101,.535
TEX,52,50,60,W2,102,.510
LAA,49,52,-62,L2,101,.485
Athletics,42,61,-145,L3,103,.408
PHI,58,43,64,W2,101,.574
NYM,58,44,42,W3,102,.569
MIA,47,53,-55,W1,100,.470
ATL,44,56,-4,L1,100,.440
WSH,41,60,-105,W2,101,.406
CHC,60,41,121,W1,101,.594
MIL,60,41,90,L1,101,.594
CIN,52,50,30,L3,102,.510
STL,52,50,2,L1,102,.510
PIT,41,61,-67,W2,102,.402
LAD,59,43,65,L1,102,.578
SD,55,46,17,L1,101,.545
SF,53,49,13,W1,102,.520
ARI,50,52,15,L2,102,.490
COL,25,76,-253,W1,101,.248
