team,wins,losses,run_diff,streak,games_played,win_pct
NYY,75,53,125,W2,128,.586
BAL,74,55,86,L2,129,.574
BOS,67,60,25,W2,127,.528
TB,64,63,-51,L1,127,.504
TOR,61,68,-73,W1,129,.473
CLE,73,54,69,L2,127,.575
KC,71,56,110,W1,127,.559
MIN,71,56,73,W1,127,.559
DET,62,66,-7,L1,128,.484
CWS,31,97,-259,W1,128,.242
HOU,69,58,73,W1,127,.543
SEA,64,64,14,L3,128,.500
TEX,59,69,-37,W1,128,.461
OAK,55,73,-69,W1,128,.430
LAA,54,74,-114,L2,128,.422
PHI,74,53,100,L1,127,.583
ATL,68,59,52,W1,127,.535
NYM,67,61,32,W2,128,.523
WSH,58,70,-62,W2,128,.453
MIA,46,81,-174,L3,127,.362
MIL,73,54,100,L2,127,.575
STL,63,64,-56,W2,127,.496
CHC,63,65,8,W1,128,.492
CIN,62,66,23,L1,128,.484
PIT,60,67,-22,W1,127,.472
LAD,76,52,111,W4,128,.594
ARI,72,56,77,W3,128,.563
SD,72,57,62,L2,129,.558
SF,65,64,-11,L1,129,.504
COL,47,81,-205,L2,128,.367
