team,wins,losses,run_diff,streak,games_played,win_pct
NYY,50,24,124,L2,74,.676
BAL,47,24,114,W2,71,.662
BOS,37,35,38,W2,72,.514
TOR,35,36,-31,W2,71,.493
TB,34,38,-71,W1,72,.472
CLE,44,25,86,L2,69,.638
KC,41,32,61,L1,73,.562
MIN,40,32,16,W5,72,.556
DET,34,37,-3,L1,71,.479
CWS,19,54,-155,L1,73,.260
SEA,43,31,19,W3,74,.581
TEX,33,38,-5,L3,71,.465
HOU,33,39,4,W1,72,.458
LAA,28,43,-74,L1,71,.394
OAK,26,48,-92,L9,74,.351
PHI,47,24,96,L2,71,.662
ATL,38,31,37,L1,69,.551
WSH,35,36,-9,W3,71,.493
NYM,33,37,-18,W5,70,.471
MIA,23,48,-116,L5,71,.324
MIL,42,29,63,W2,71,.592
STL,35,35,-38,W1,70,.500
CIN,34,37,13,L2,71,.479
PIT,34,37,-28,W1,71,.479
CHC,34,38,-17,L1,72,.472
LAD,44,29,101,W1,73,.603
SD,37,38,16,L3,75,.493
ARI,35,37,3,W1,72,.486
SF,35,37,-23,W1,72,.486
COL,25,46,-111,L1,71,.352
